"","date","artist","track","album"
"4157",2020-02-06 19:38:53,"Lamb of God","Checkmate","Checkmate"
"4158",2020-02-06 19:35:54,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"4159",2020-02-06 19:30:32,"Rammstein","Deutschland","Deutschland"
"4160",2020-02-06 19:23:03,"Rammstein","Deutschland","Deutschland"
"4161",2020-02-06 19:22:56,"Eluveitie","Thousandfold","Everything Remains (As It Never Was)"
"4162",2020-02-06 19:19:37,"Eluveitie","Thousandfold","Everything Remains (As It Never Was)"
"4163",2020-02-06 19:15:25,"Eluveitie","Quoth The Raven","Everything Remains (As It Never Was)"
"4164",2020-02-06 19:11:07,"Eluveitie","Black Water Dawn","Ategnatos"
"4165",2020-02-06 19:05:38,"Eluveitie","Breathe","Ategnatos"
"4166",2020-02-06 19:02:17,"Eluveitie","Thousandfold","Everything Remains (As It Never Was)"
"4167",2020-02-06 18:57:23,"Eluveitie","Ategnatos","Ategnatos"
"4168",2020-02-06 18:53:11,"Eluveitie","The Call of the Mountains","Origins"
"4169",2020-02-06 18:48:44,"Eluveitie","The Call of the Mountains","Origins"
"4170",2020-02-06 18:45:12,"Eluveitie","The Call of the Mountains","Origins"
"4171",2020-02-06 18:42:02,"Amon Amarth","Twilight of the Thunder God","Twilight of the Thunder God"
"4172",2020-02-06 18:37:40,"Amon Amarth","Twilight of the Thunder God","Twilight of the Thunder God"
"4173",2020-02-06 18:21:36,"Insomnium","And Bells They Toll","Heart Like a Grave (Bonus Tracks Version)"
"4174",2020-02-06 18:21:36,"Insomnium","The Offering","Heart Like a Grave (Bonus Tracks Version)"
"4175",2020-02-06 18:15:35,"Insomnium","Pale Morning Star","Heart Like a Grave (Bonus Tracks Version)"
"4176",2020-02-06 18:15:34,"Insomnium","And Bells They Toll","Heart Like a Grave (Bonus Tracks Version)"
"4177",2020-02-06 18:06:38,"Insomnium","Pale Morning Star","Heart Like a Grave (Bonus Tracks Version)"
"4178",2020-02-06 18:00:53,"Insomnium","Valediction","Heart Like a Grave (Bonus Tracks Version)"
"4179",2020-02-06 17:57:49,"Insomnium","Wail of the North","Heart Like a Grave (Bonus Tracks Version)"
"4180",2020-02-06 17:51:22,"Eluveitie","The Call of the Mountains - Live","Live at Masters of Rock 2019"
"4181",2020-02-06 17:46:46,"Eluveitie","The Call of the Mountains - Live","Live at Masters of Rock 2019"
"4182",2020-02-06 17:46:44,"Eluveitie","Ategnatos - Live","Live at Masters of Rock 2019"
"4183",2020-02-06 17:41:46,"Eluveitie","Ategnatos - Live","Live at Masters of Rock 2019"
"4184",2020-02-06 04:44:09,"Instant Remedy","Last Ninja: The Wastelands (club version)","Instant Remedy"
"4185",2020-02-06 04:39:27,"Arch Enemy","War Eternal","War Eternal"
"4186",2020-02-06 04:35:25,"In Flames","I Am Above","I, The Mask"
"4187",2020-02-06 04:29:13,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"4188",2020-02-06 04:24:10,"Amorphis","Death Of A King","Under The Red Cloud"
"4189",2020-02-06 04:19:39,"Dark Tranquillity","Atoma","Atoma"
"4190",2020-02-06 04:19:26,"Arch Enemy","The World Is Yours","Will to Power"
"4191",2020-02-06 04:14:34,"Arch Enemy","The World Is Yours","Will to Power"
"4192",2020-02-06 04:08:38,"Battle Beast","King For A Day","Bringer Of Pain"
"4193",2020-02-06 04:03:29,"Rammstein","Deutschland","Deutschland"
"4194",2020-02-06 04:00:21,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4195",2020-02-06 03:57:59,"Bowling for Soup","Don't Be A Dick","Drunk Dynasty"
"4196",2020-02-06 03:53:23,"Instant Remedy","Chris Huelsbeck Megamix","Insert Disk 2"
"4197",2020-02-06 03:50:44,"KDrew","Signals","Signals - EP"
"4198",2020-02-06 03:41:01,"Instant Remedy","Jochen Hippel Megamix","Insert Disk 2"
"4199",2020-02-06 03:36:52,"Slipknot","Duality","Vol. 3: The Subliminal Verses"
"4200",2020-02-06 03:30:11,"Arch Enemy","The Eagle Flies Alone - edit","Will to Power"
"4201",2020-02-06 03:25:48,"Polyphia","87","Muse"
"4202",2020-02-06 03:22:44,"Instant Remedy","Commando","Instant Remedy"
"4203",2020-02-06 03:18:39,"Killswitch Engage","My Curse","As Daylight Dies (Special Edition)"
"4204",2020-02-06 03:13:22,"Tristam","Truth","Monstercat 010 - Conquest"
"4205",2020-02-06 03:09:33,"Instant Remedy","Last Ninja: The Wastelands (club version)","Instant Remedy"
"4206",2020-02-06 03:05:58,"Vicetone","Nevada","Nevada (feat. Cozi Zuehlsdorff)"
"4207",2020-02-06 02:27:14,"Eluveitie","Epona - Live","Live at Masters of Rock 2019"
"4208",2020-02-06 01:20:13,"Eluveitie","Deathwalker - Live","Live at Masters of Rock 2019"
"4209",2020-02-06 01:15:55,"Eluveitie","The Call of the Mountains - Live","Live at Masters of Rock 2019"
"4210",2020-02-06 01:10:49,"Eluveitie","King - Live","Live at Masters of Rock 2019"
"4211",2020-02-06 01:05:48,"Eluveitie","Ategnatos - Live","Live at Masters of Rock 2019"
"4212",2020-02-06 01:01:41,"Eluveitie","The Call of the Mountains","Origins"
"4213",2020-02-06 00:56:58,"Eluveitie","The Call of the Mountains","Origins"
"4214",2020-02-06 00:50:49,"Insomnium","Drawn to Black","Above the Weeping World"
"4215",2020-02-06 00:44:05,"Insomnium","Drawn to Black","Above the Weeping World"
"4216",2020-02-05 20:25:45,"System of a Down","B.Y.O.B.","Mezmerize"
"4217",2020-02-05 20:21:06,"Disturbed","Indestructible","Indestructible (Deluxe Edition)"
"4218",2020-02-05 20:17:21,"Rammstein","Halleluja","RARITÄTEN (1994 - 2012)"
"4219",2020-02-05 20:17:21,"Stone Sour","Absolute Zero","House Of Gold & Bones, Part 1"
"4220",2020-02-05 20:13:30,"Stone Sour","Absolute Zero","House Of Gold & Bones, Part 1"
"4221",2020-02-05 20:09:21,"Volbeat","Seal The Deal","Seal the Deal & Let's Boogie (Deluxe)"
"4222",2020-02-05 20:04:57,"Amon Amarth","Guardians of Asgaard","Twilight of the Thunder God"
"4223",2020-02-05 19:59:56,"Rammstein","Ich tu dir weh","Liebe Ist für Alle Da (Special Edition)"
"4224",2020-02-05 19:54:09,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"4225",2020-02-05 19:48:48,"Rammstein","Deutschland","Deutschland"
"4226",2020-02-05 05:56:39,"Insomnium","Change of Heart","Above the Weeping World"
"4227",2020-02-05 04:50:23,"Insomnium","Drawn to Black","Above the Weeping World"
"4228",2020-02-05 04:45:42,"Insomnium","Change of Heart","Above the Weeping World"
"4229",2020-02-05 04:39:35,"Insomnium","Drawn to Black","Above the Weeping World"
"4230",2020-02-05 04:31:42,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4231",2020-02-05 04:24:35,"Insomnium","Twilight Trails","Heart Like a Grave (Bonus Tracks Version)"
"4232",2020-02-05 04:18:16,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4233",2020-02-05 04:10:27,"Insomnium","Karelia","Heart Like a Grave (Bonus Tracks Version)"
"4234",2020-02-05 03:57:25,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4235",2020-02-05 03:48:37,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4236",2020-02-05 03:43:38,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4237",2020-02-05 03:40:00,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4238",2020-02-05 03:32:31,"Insomnium","Heart like a Grave","Heart Like a Grave (Bonus Tracks Version)"
"4239",2020-02-05 03:25:24,"Insomnium","Twilight Trails","Heart Like a Grave (Bonus Tracks Version)"
"4240",2020-02-05 03:19:20,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4241",2020-02-05 03:12:00,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4242",2020-02-05 03:06:59,"Insomnium","The Offering","Heart Like a Grave (Bonus Tracks Version)"
"4243",2020-02-05 03:00:21,"Insomnium","And Bells They Toll","Heart Like a Grave (Bonus Tracks Version)"
"4244",2020-02-05 02:51:21,"Insomnium","Pale Morning Star","Heart Like a Grave (Bonus Tracks Version)"
"4245",2020-02-05 02:46:33,"Insomnium","Neverlast","Heart Like a Grave (Bonus Tracks Version)"
"4246",2020-02-05 02:46:33,"Insomnium","Valediction","Heart Like a Grave (Bonus Tracks Version)"
"4247",2020-02-05 02:41:26,"Insomnium","Valediction","Heart Like a Grave (Bonus Tracks Version)"
"4248",2020-02-05 02:38:19,"Insomnium","Wail of the North","Heart Like a Grave (Bonus Tracks Version)"
"4249",2020-02-04 21:25:07,"Night Crowned","Unholy Path","Unholy Path"
"4250",2020-02-04 20:43:53,"Mors Subita","Glance Of Fear","Human Waste Compression"
"4251",2020-02-04 20:40:43,"Mors Subita","Reform","Degeneration"
"4252",2020-02-04 20:36:36,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"4253",2020-02-04 20:32:24,"Mors Subita","Into the Pitch Black","Into the Pitch Black"
"4254",2020-02-04 20:29:14,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"4255",2020-02-04 20:26:30,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4256",2020-02-04 20:23:06,"Alestorm","Drink","Sunset on the Golden Age"
"4257",2020-02-04 20:17:05,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4258",2020-02-04 20:07:15,"Cattle Decapitation","Death Atlas","Death Atlas"
"4259",2020-02-04 17:38:31,"Soen","River","Lotus"
"4260",2020-02-04 17:33:15,"Soen","Lotus","Lotus"
"4261",2020-02-04 17:27:56,"Soen","Lotus","Lotus"
"4262",2020-02-04 17:27:56,"Soen","Covenant","Lotus"
"4263",2020-02-04 17:22:25,"Soen","Covenant","Lotus"
"4264",2020-02-04 17:17:04,"Soen","Martyrs","Lotus"
"4265",2020-02-04 17:17:03,"Soen","Lotus","Lotus"
"4266",2020-02-04 17:10:57,"Soen","Martyrs","Lotus"
"4267",2020-02-04 17:06:23,"Mors Subita","Into the Pitch Black","Into the Pitch Black"
"4268",2020-02-04 17:03:12,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4269",2020-02-04 17:03:12,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"4270",2020-02-04 16:58:52,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4271",2020-02-04 16:55:29,"Alestorm","Drink","Sunset on the Golden Age"
"4272",2020-02-04 16:49:28,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4273",2020-02-04 16:43:55,"Children of Bodom","Are You Dead Yet?","Are You Dead Yet?"
"4274",2020-02-04 16:40:05,"Children of Bodom","Black Winter Day","I Worship Chaos"
"4275",2020-02-04 16:37:09,"Children of Bodom","Danger Zone","I Worship Chaos"
"4276",2020-02-04 16:33:05,"Children of Bodom","Hold Your Tongue","I Worship Chaos"
"4277",2020-02-04 16:29:03,"Children of Bodom","I Worship Chaos","I Worship Chaos"
"4278",2020-02-04 16:25:34,"Children of Bodom","Horns","I Worship Chaos"
"4279",2020-02-04 16:20:28,"Children of Bodom","Morrigan","I Worship Chaos"
"4280",2020-02-04 16:16:09,"Children of Bodom","My Bodom (I am The Only One)","I Worship Chaos"
"4281",2020-02-04 16:11:41,"Children of Bodom","I Hurt","I Worship Chaos"
"4282",2020-02-04 16:02:26,"Dark Tranquillity","To a Bitter Halt","Projector"
"4283",2020-02-04 15:56:19,"Dark Tranquillity","Auctioned","Projector"
"4284",2020-02-04 15:48:33,"Cattle Decapitation","Death Atlas","Death Atlas"
"4285",2020-02-04 15:43:00,"Cattle Decapitation","Time's Cruel Curtain","Death Atlas"
"4286",2020-02-04 15:39:32,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"4287",2020-02-04 15:35:23,"Cattle Decapitation","The Geocide","Death Atlas"
"4288",2020-02-04 15:30:39,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4289",2020-02-04 15:27:26,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4290",2020-02-04 08:30:33,"Cattle Decapitation","Death Atlas","Death Atlas"
"4291",2020-02-04 07:25:15,"Iced Earth","Vengeance Is Mine","The Dark Saga"
"4292",2020-02-04 07:20:56,"Iced Earth","I Died for You","The Dark Saga"
"4293",2020-02-04 07:14:48,"Audioslave","I Am The Highway","Audioslave"
"4294",2020-02-04 07:10:15,"Amaranthe","Drop Dead Cynical","Massive Addictive"
"4295",2020-02-04 06:20:30,"David Bowie","Loving the Alien - 2018 Remaster","Tonight (2018 remaster)"
"4296",2020-02-04 06:05:58,"Coheed and Cambria","Delirium Trigger","The Second Stage Turbine Blade (Re-Issue)"
"4297",2020-02-04 05:56:31,"Cattle Decapitation","Death Atlas","Death Atlas"
"4298",2020-02-04 05:56:26,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"4299",2020-02-04 05:51:50,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"4300",2020-02-04 05:47:43,"Mors Subita","Glance Of Fear","Human Waste Compression"
"4301",2020-02-04 05:44:34,"Mors Subita","Reform","Degeneration"
"4302",2020-02-04 05:40:27,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"4303",2020-02-04 05:33:47,"Mors Subita","Into the Pitch Black","Into the Pitch Black"
"4304",2020-02-04 05:27:53,"WORMWITCH","Disciple of the Serpent Star","Heaven That Dwells Within"
"4305",2020-02-04 05:27:53,"WORMWITCH","Vernal Womb","Heaven That Dwells Within"
"4306",2020-02-04 05:22:53,"WORMWITCH","Disciple of the Serpent Star","Heaven That Dwells Within"
"4307",2020-02-04 05:17:45,"Ereb Altor","Queen Of All Seas","Järtecken"
"4308",2020-02-04 05:13:03,"Mors Subita","Into the Pitch Black","Into the Pitch Black"
"4309",2020-02-04 05:08:38,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4310",2020-02-04 05:05:14,"Alestorm","Drink","Sunset on the Golden Age"
"4311",2020-02-04 04:59:12,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4312",2020-02-04 04:50:40,"Swallow the Sun","The Crimson Crown","When A Shadow Is Forced Into The Light"
"4313",2020-02-04 04:45:55,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"4314",2020-02-04 04:40:34,"Rammstein","Deutschland","Deutschland"
"4315",2020-02-04 04:35:06,"Rammstein","Deutschland","Deutschland"
"4316",2020-02-04 04:28:02,"Eternal Tears of Sorrow","Aurora Borealis","A Virgin and a Whore"
"4317",2020-02-04 04:21:28,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"4318",2020-02-04 04:18:11,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4319",2020-02-04 04:18:11,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4320",2020-02-04 04:12:09,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4321",2020-02-04 02:36:11,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4322",2020-02-04 02:33:03,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4323",2020-02-04 02:29:36,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4324",2020-02-04 02:25:39,"The Amity Affliction","All Fucked Up","This Could Be Heartbreak"
"4325",2020-02-04 02:19:45,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"4326",2020-02-04 02:14:23,"Rammstein","Deutschland","Deutschland"
"4327",2020-02-04 02:08:11,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"4328",2020-02-04 02:02:50,"Rammstein","Deutschland","Deutschland"
"4329",2020-02-04 01:57:17,"Rammstein","Deutschland","Deutschland"
"4330",2020-02-04 01:52:01,"Rammstein","Deutschland","Deutschland"
"4331",2020-02-04 01:46:18,"Bullet for My Valentine","Tears Don't Fall","The Poison"
"4332",2020-02-04 01:42:31,"Mors Subita","Glance Of Fear","Human Waste Compression"
"4333",2020-02-04 01:42:31,"Mors Subita","Reform","Degeneration"
"4334",2020-02-04 01:39:23,"Mors Subita","Reform","Degeneration"
"4335",2020-02-04 01:35:35,"Mors Subita","Into the Pitch Black","Into the Pitch Black"
"4336",2020-02-04 01:30:48,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4337",2020-02-04 01:27:26,"Alestorm","Drink","Sunset on the Golden Age"
"4338",2020-02-04 01:21:27,"Insomnium","Drawn to Black","Above the Weeping World"
"4339",2020-02-04 01:18:09,"Insomnium","Drawn to Black","Above the Weeping World"
"4340",2020-02-04 01:14:07,"Insomnium","Drawn to Black","Above the Weeping World"
"4341",2020-02-04 01:05:10,"Insomnium","In the Groves of Death","Above the Weeping World"
"4342",2020-02-04 00:59:38,"Insomnium","Weather the Storm","Weather The Storm"
"4343",2020-02-04 00:54:21,"Insomnium","Out To The Sea","Shadows Of The Dying Sun"
"4344",2020-02-04 00:48:27,"Insomnium","Shadows Of The Dying Sun","Shadows Of The Dying Sun"
"4345",2020-02-04 00:45:01,"Insomnium","Collapsing Words","Shadows Of The Dying Sun"
"4346",2020-02-04 00:41:35,"Insomnium","Lose To Night","Shadows Of The Dying Sun"
"4347",2020-02-04 00:34:52,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"4348",2020-02-04 00:31:36,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4349",2020-02-03 22:30:30,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4350",2020-02-03 21:50:49,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4351",2020-02-03 21:45:56,"Insomnium","Ephemeral","Shadows Of The Dying Sun"
"4352",2020-02-03 21:45:56,"Insomnium","Wail of the North","Heart Like a Grave (Bonus Tracks Version)"
"4353",2020-02-03 21:41:54,"Insomnium","Ephemeral","Shadows Of The Dying Sun"
"4354",2020-02-03 21:35:52,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4355",2020-02-03 21:29:56,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4356",2020-02-03 21:24:11,"Omnium Gatherum","Frontiers","Grey Heavens"
"4357",2020-02-03 21:24:11,"Omnium Gatherum","Rest In Your Heart","The Burning Cold"
"4358",2020-02-03 21:19:02,"Omnium Gatherum","Frontiers","Grey Heavens"
"4359",2020-02-03 21:18:47,"Omnium Gatherum","New Dynamic","Beyond"
"4360",2020-02-03 21:12:54,"Omnium Gatherum","New Dynamic","Beyond"
"4361",2020-02-03 21:07:15,"Dark Tranquillity","Misery's Crown","Fiction"
"4362",2020-02-03 21:01:06,"Insomnium","In the Groves of Death","Above the Weeping World"
"4363",2020-02-03 20:56:29,"Insomnium","Drawn to Black","Above the Weeping World"
"4364",2020-02-03 20:56:28,"Insomnium","Change of Heart","Above the Weeping World"
"4365",2020-02-03 20:50:30,"Insomnium","Drawn to Black","Above the Weeping World"
"4366",2020-02-03 20:46:53,"Insomnium","Winter's Gate, Pt. 1","Winter's Gate"
"4367",2020-02-03 20:43:48,"Disarmonia Mundi","Perdition Haze","The Isolation Game"
"4368",2020-02-03 20:37:13,"Eternal Tears of Sorrow","Aurora Borealis","A Virgin and a Whore"
"4369",2020-02-03 20:37:01,"Insomnium","Weather the Storm","Weather The Storm"
"4370",2020-02-03 20:32:07,"Insomnium","Weather the Storm","Weather The Storm"
"4371",2020-02-03 20:21:30,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4372",2020-02-03 20:16:11,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4373",2020-02-03 20:16:07,"Insomnium","Pale Morning Star","Heart Like a Grave (Bonus Tracks Version)"
"4374",2020-02-03 20:07:11,"Insomnium","Pale Morning Star","Heart Like a Grave (Bonus Tracks Version)"
"4375",2020-02-03 20:02:55,"Insomnium","Ephemeral","Shadows Of The Dying Sun"
"4376",2020-02-03 19:56:52,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4377",2020-02-03 19:53:46,"Insomnium","Wail of the North","Heart Like a Grave (Bonus Tracks Version)"
"4378",2020-02-03 19:50:30,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4379",2020-02-03 19:44:35,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"4380",2020-02-03 19:44:35,"Pink Floyd","Another Brick in the Wall, Pt. 2","The Wall"
"4381",2020-02-03 19:40:38,"Pink Floyd","Another Brick in the Wall, Pt. 2","The Wall"
"4382",2020-02-03 19:33:55,"Norther","Nothing","Death Unlimited"
"4383",2020-02-03 19:26:37,"Opeth","Dignity","In Cauda Venenum"
"4384",2020-02-03 19:22:31,"Opeth","Windowpane","Damnation"
"4385",2020-02-03 19:16:17,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4386",2020-02-03 19:10:28,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4387",2020-02-03 19:04:39,"Insomnium","Mute Is My Sorrow","Heart Like a Grave (Bonus Tracks Version)"
"4388",2020-02-03 18:57:53,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"4389",2020-02-03 18:54:37,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4390",2020-02-03 18:48:01,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4391",2020-02-03 18:48:00,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"4392",2020-02-03 18:44:45,"Insomnium","The Primeval Dark","Shadows Of The Dying Sun"
"4393",2020-02-03 18:37:54,"Eluveitie","Helvetios - Live","Live at Masters of Rock 2019"
"4394",2020-02-03 18:33:29,"Eluveitie","Breathe - Live","Live at Masters of Rock 2019"
"4395",2020-02-03 18:27:23,"Eluveitie","Ambiramus - Live","Live at Masters of Rock 2019"
"4396",2020-02-03 18:23:19,"Eluveitie","Thousandfold - Live","Live at Masters of Rock 2019"
